,BUS_1 Load,BUS_2 Load,BUS_3 Load,BUS_4 Load,BUS_5 Load
2045-09-11 5:00,117.2,260,0,100,440
2045-09-11 6:00,102.8666667,260,0,100,440
2045-09-11 7:00,102.4,380,0,100,440
2045-09-11 8:00,106.8,210,200,150,560
2045-09-11 9:00,115.5333333,330,200,150,560
2045-09-11 10:00,133,270,200,150,560
2045-09-11 11:00,102.0666667,470,200,150,560
2045-09-11 12:00,123.9333333,350,200,150,560
2045-09-11 13:00,127.6666667,160,200,150,560
2045-09-11 14:00,127.2,110,200,150,560
2045-09-11 15:00,101.8,480,200,150,560
2045-09-11 16:00,121,120,200,150,560
2045-09-11 17:00,117.4666667,90,200,150,560
2045-09-11 18:00,114.3333333,10,200,100,560
2045-09-11 19:00,132.6666667,410,200,100,560
2045-09-11 20:00,103.0666667,320,200,100,560
2045-09-11 21:00,122,110,200,100,560
2045-09-11 22:00,112.9333333,140,200,100,560
2045-09-11 23:00,113.3333333,300,200,100,560
2045-09-12 0:00,120.9333333,70,0,100,440
2045-09-12 1:00,128.5333333,310,0,100,440
2045-09-12 2:00,115.6666667,320,0,100,440
2045-09-12 3:00,127.4,50,0,100,440
2045-09-12 4:00,127.2,220,0,100,440
2045-09-12 5:00,106.4,110,0,100,440
2045-09-12 6:00,102.6,190,0,100,440
2045-09-12 7:00,101.1333333,350,0,100,440
2045-09-12 8:00,114,130,200,150,560
2045-09-12 9:00,120.0666667,390,200,150,560
2045-09-12 10:00,132.4,400,200,150,560
2045-09-12 11:00,117.4666667,470,200,150,560
2045-09-12 12:00,101.4666667,490,200,150,560
2045-09-12 13:00,102.4,400,200,150,560
2045-09-12 14:00,121.6,340,200,150,560
2045-09-12 15:00,113.3333333,460,200,150,560
2045-09-12 16:00,132.1333333,60,200,150,560
2045-09-12 17:00,116.9333333,300,200,150,560
2045-09-12 18:00,112.7333333,20,200,100,560
2045-09-12 19:00,108,30,200,100,560
2045-09-12 20:00,127.5333333,200,200,100,560
2045-09-12 21:00,102.3333333,300,200,100,560
2045-09-12 22:00,127.7333333,110,200,100,560
2045-09-12 23:00,109.8666667,460,200,100,560
2045-09-13 0:00,129.4,430,0,100,440
2045-09-13 1:00,126.6,90,0,100,440
2045-09-13 2:00,120.9333333,260,0,100,440
2045-09-13 3:00,105,410,0,100,440
2045-09-13 4:00,115.0666667,130,0,100,440
2045-09-13 5:00,100.0666667,440,0,100,440
2045-09-13 6:00,111.3333333,170,0,100,440
2045-09-13 7:00,115.9333333,440,0,100,440
2045-09-13 8:00,132.6666667,450,200,150,560
2045-09-13 9:00,115.5333333,370,200,150,560
2045-09-13 10:00,111.6666667,30,200,150,560
2045-09-13 11:00,128,280,200,150,560
2045-09-13 12:00,102.0666667,140,200,150,560
2045-09-13 13:00,111.2,290,200,150,560
2045-09-13 14:00,117.2666667,50,200,150,560
2045-09-13 15:00,111.8666667,340,200,150,560
2045-09-13 16:00,110.8,330,200,150,560
2045-09-13 17:00,129.3333333,260,200,150,560
2045-09-13 18:00,121.6,460,200,100,560
2045-09-13 19:00,111.8,440,200,100,560
2045-09-13 20:00,129.8,270,200,100,560
2045-09-13 21:00,126.4,340,200,100,560
2045-09-13 22:00,101.6666667,450,200,100,560
2045-09-13 23:00,113.5333333,40,200,100,560
2045-09-14 0:00,109.9333333,470,0,100,440
2045-09-14 1:00,117.3333333,10,0,100,440
2045-09-14 2:00,130.0666667,60,0,100,440
2045-09-14 3:00,104.3333333,330,0,100,440
2045-09-14 4:00,120.3333333,440,0,100,440
2045-09-14 5:00,102.4666667,20,0,100,440
2045-09-14 6:00,101.6,280,0,100,440
2045-09-14 7:00,101.4,430,0,100,440
2045-09-14 8:00,117.0666667,70,200,150,560
2045-09-14 9:00,130.8,190,200,150,560
2045-09-14 10:00,128.4,460,200,150,560
2045-09-14 11:00,113.8,210,200,150,560
2045-09-14 12:00,113.4666667,460,200,150,560
2045-09-14 13:00,108.4666667,20,200,150,560
2045-09-14 14:00,100.8,420,200,150,560
2045-09-14 15:00,110.6666667,20,200,150,560
2045-09-14 16:00,131.1333333,390,200,150,560
2045-09-14 17:00,116.6,410,200,150,560
2045-09-14 18:00,107.6,60,200,100,560
2045-09-14 19:00,110.1333333,280,200,100,560
2045-09-14 20:00,105.8666667,0,200,100,560
2045-09-14 21:00,131.8666667,490,200,100,560
2045-09-14 22:00,125.8666667,370,200,100,560
2045-09-14 23:00,117,340,200,100,560
2045-09-15 0:00,117.8,20,0,100,440
2045-09-15 1:00,113.9333333,480,0,100,440
2045-09-15 2:00,128.0666667,390,0,100,440
2045-09-15 3:00,110.6,140,0,100,440
2045-09-15 4:00,121.3333333,330,0,100,440
2045-09-15 5:00,121.4,270,0,100,440
2045-09-15 6:00,121.3333333,90,0,100,440
2045-09-15 7:00,100.1333333,180,0,100,440
2045-09-15 8:00,126.2,10,200,150,560
2045-09-15 9:00,127.4666667,450,200,150,560
2045-09-15 10:00,120.2,60,200,150,560
2045-09-15 11:00,118.0666667,460,200,150,560
2045-09-15 12:00,119.6666667,450,200,150,560
2045-09-15 13:00,108.6,250,200,150,560
2045-09-15 14:00,130,470,200,150,560
2045-09-15 15:00,103.4,120,200,150,560
2045-09-15 16:00,115.4,10,200,150,560
2045-09-15 17:00,121.9333333,430,200,150,560
2045-09-15 18:00,120.2,440,200,100,560
2045-09-15 19:00,124.0666667,460,200,100,560
2045-09-15 20:00,125.5333333,310,200,100,560
2045-09-15 21:00,102.6,430,200,100,560
2045-09-15 22:00,121.8,490,200,100,560
2045-09-15 23:00,112.3333333,430,200,100,560
2045-09-16 0:00,124.5333333,50,0,100,440
2045-09-16 1:00,116.8,350,0,100,440
2045-09-16 2:00,101.4666667,350,0,100,440
2045-09-16 3:00,103.5333333,320,0,100,440
2045-09-16 4:00,129.2,220,0,100,440
2045-09-16 5:00,130.2666667,440,0,100,440
2045-09-16 6:00,103.0666667,30,0,100,440
2045-09-16 7:00,114.4,200,0,100,440
2045-09-16 8:00,114.2666667,90,200,150,560
2045-09-16 9:00,123.2,280,200,150,560
2045-09-16 10:00,116.0666667,320,200,150,560
2045-09-16 11:00,102.6,330,200,150,560
2045-09-16 12:00,127.4,270,200,150,560
2045-09-16 13:00,108.5333333,420,200,150,560
2045-09-16 14:00,118.4,340,200,150,560
2045-09-16 15:00,128,450,200,150,560
2045-09-16 16:00,119.6,280,200,150,560
2045-09-16 17:00,120.6666667,270,200,150,560
2045-09-16 18:00,123.8,350,200,100,560
2045-09-16 19:00,118.1333333,10,200,100,560
2045-09-16 20:00,116.6666667,160,200,100,560
2045-09-16 21:00,115.2,70,200,100,560
2045-09-16 22:00,108.4,300,200,100,560
2045-09-16 23:00,126.9333333,70,200,100,560
2045-09-17 0:00,112.5333333,190,0,100,440
2045-09-17 1:00,123.8,20,0,100,440
2045-09-17 2:00,106.6,320,0,100,440
2045-09-17 3:00,125.8,300,0,100,440
2045-09-17 4:00,121.3333333,100,0,100,440
2045-09-17 5:00,102.8,250,0,100,440
2045-09-17 6:00,127.2,240,0,100,440
2045-09-17 7:00,127.9333333,160,0,100,440
2045-09-17 8:00,115.0666667,140,200,150,560
2045-09-17 9:00,107.8666667,140,200,150,560
2045-09-17 10:00,116.5333333,310,200,150,560
2045-09-17 11:00,123.6666667,250,200,150,560
2045-09-17 12:00,129.6,420,200,150,560
2045-09-17 13:00,117.3333333,280,200,150,560
2045-09-17 14:00,122.6,450,200,150,560
2045-09-17 15:00,130.3333333,320,200,150,560
2045-09-17 16:00,130.7333333,370,200,150,560
2045-09-17 17:00,123.7333333,200,200,150,560
2045-09-17 18:00,115.5333333,500,200,100,560
2045-09-17 19:00,125,340,200,100,560
2045-09-17 20:00,124.8666667,440,200,100,560
2045-09-17 21:00,101.2,250,200,100,560
2045-09-17 22:00,101.9333333,370,200,100,560
2045-09-17 23:00,116.5333333,0,200,100,560
2045-09-18 0:00,121.6,360,0,100,440
2045-09-18 1:00,115,110,0,100,440
2045-09-18 2:00,109.3333333,470,0,100,440
2045-09-18 3:00,110.6,310,0,100,440
2045-09-18 4:00,104.6,430,0,100,440
2045-09-18 5:00,108.4666667,60,0,100,440
2045-09-18 6:00,102.6666667,480,0,100,440
2045-09-18 7:00,103,400,0,100,440
2045-09-18 8:00,103.8666667,170,200,150,560
2045-09-18 9:00,106.2,110,200,150,560
2045-09-18 10:00,127.7333333,30,200,150,560
2045-09-18 11:00,106.0666667,80,200,150,560
2045-09-18 12:00,102.6666667,460,200,150,560
2045-09-18 13:00,100.6666667,70,200,150,560
2045-09-18 14:00,116.6,440,200,150,560
2045-09-18 15:00,113.9333333,420,200,150,560
2045-09-18 16:00,111.7333333,270,200,150,560
2045-09-18 17:00,106.6,450,200,150,560
2045-09-18 18:00,105.0666667,470,200,100,560
2045-09-18 19:00,104.8,420,200,100,560
2045-09-18 20:00,129.5333333,90,200,100,560
2045-09-18 21:00,109.4,130,200,100,560
2045-09-18 22:00,103.5333333,60,200,100,560
2045-09-18 23:00,120,380,200,100,560
2045-09-19 0:00,123.4,390,0,100,440
2045-09-19 1:00,103,400,0,100,440
2045-09-19 2:00,100.8,120,0,100,440
2045-09-19 3:00,115.6,50,0,100,440
2045-09-19 4:00,126.5333333,360,0,100,440
2045-09-19 5:00,105.8666667,30,0,100,440
2045-09-19 6:00,108.2666667,30,0,100,440
2045-09-19 7:00,133.2666667,490,0,100,440
2045-09-19 8:00,127.8,270,200,150,560
2045-09-19 9:00,122.6,120,200,150,560
2045-09-19 10:00,109.5333333,170,200,150,560
2045-09-19 11:00,107.8666667,90,200,150,560
2045-09-19 12:00,107.6666667,280,200,150,560
2045-09-19 13:00,113.8666667,190,200,150,560
2045-09-19 14:00,101.9333333,420,200,150,560
2045-09-19 15:00,102.0666667,250,200,150,560
2045-09-19 16:00,120.7333333,440,200,150,560
2045-09-19 17:00,119.4,410,200,150,560
2045-09-19 18:00,124.6666667,50,200,100,560
2045-09-19 19:00,101.9333333,40,200,100,560
2045-09-19 20:00,111.4666667,330,200,100,560
2045-09-19 21:00,122.3333333,470,200,100,560
2045-09-19 22:00,124.6666667,440,200,100,560
2045-09-19 23:00,115.6666667,250,200,100,560
2045-09-20 0:00,112.9333333,420,0,100,440
2045-09-20 1:00,127.2666667,150,0,100,440
2045-09-20 2:00,102.6666667,410,0,100,440
2045-09-20 3:00,114.3333333,490,0,100,440
2045-09-20 4:00,113.7333333,210,0,100,440
2045-09-20 5:00,112.6666667,490,0,100,440
2045-09-20 6:00,120.2666667,390,0,100,440
2045-09-20 7:00,125.5333333,40,0,100,440
2045-09-20 8:00,101.3333333,100,200,150,560
2045-09-20 9:00,112.5333333,90,200,150,560
2045-09-20 10:00,128.3333333,440,200,150,560
2045-09-20 11:00,117.8,450,200,150,560
2045-09-20 12:00,128.3333333,90,200,150,560
2045-09-20 13:00,116.6666667,130,200,150,560
2045-09-20 14:00,102.0666667,180,200,150,560
2045-09-20 15:00,102.2666667,170,200,150,560
2045-09-20 16:00,115.2,250,200,150,560
2045-09-20 17:00,108.2,310,200,150,560
2045-09-20 18:00,108.6,160,200,100,560
2045-09-20 19:00,128.2666667,450,200,100,560
2045-09-20 20:00,113.7333333,240,200,100,560
2045-09-20 21:00,100.4666667,130,200,100,560
2045-09-20 22:00,110.3333333,210,200,100,560
2045-09-20 23:00,104,220,200,100,560
2045-09-21 0:00,133.2,260,0,100,440
2045-09-21 1:00,112.3333333,400,0,100,440
2045-09-21 2:00,117.8666667,200,0,100,440
2045-09-21 3:00,129.2,450,0,100,440
2045-09-21 4:00,110.8666667,110,0,100,440
2045-09-21 5:00,129.4,310,0,100,440
2045-09-21 6:00,109.5333333,300,0,100,440
2045-09-21 7:00,108.1333333,260,0,100,440
2045-09-21 8:00,114.7333333,420,200,150,560
2045-09-21 9:00,128.8666667,500,200,150,560
2045-09-21 10:00,117,260,200,150,560
2045-09-21 11:00,102.7333333,490,200,150,560
2045-09-21 12:00,112.5333333,280,200,150,560
2045-09-21 13:00,102.6,280,200,150,560
2045-09-21 14:00,133.0666667,310,200,150,560
2045-09-21 15:00,108.0666667,40,200,150,560
2045-09-21 16:00,117.8666667,420,200,150,560
2045-09-21 17:00,133.2666667,40,200,150,560
2045-09-21 18:00,125.6,230,200,100,560
2045-09-21 19:00,123.3333333,290,200,100,560
2045-09-21 20:00,122,480,200,100,560
2045-09-21 21:00,127.9333333,480,200,100,560
2045-09-21 22:00,108.8666667,470,200,100,560
2045-09-21 23:00,126.2,470,200,100,560
2045-09-22 0:00,119.8,410,0,100,440
2045-09-22 1:00,115.5333333,450,0,100,440
2045-09-22 2:00,113.4,480,0,100,440
2045-09-22 3:00,101.2666667,370,0,100,440
2045-09-22 4:00,114.8666667,140,0,100,440
2045-09-22 5:00,131.6,330,0,100,440
2045-09-22 6:00,126.4666667,160,0,100,440
2045-09-22 7:00,103.4,160,0,100,440
2045-09-22 8:00,118.4,150,200,150,560
2045-09-22 9:00,100.2666667,300,200,150,560
2045-09-22 10:00,121.1333333,490,200,150,560
2045-09-22 11:00,111.8,230,200,150,560
2045-09-22 12:00,119.5333333,350,200,150,560
2045-09-22 13:00,129.8666667,100,200,150,560
2045-09-22 14:00,124.1333333,420,200,150,560
2045-09-22 15:00,125.2,110,200,150,560
2045-09-22 16:00,126.1333333,130,200,150,560
2045-09-22 17:00,122.1333333,230,200,150,560
2045-09-22 18:00,119.2666667,110,200,100,560
2045-09-22 19:00,120.7333333,300,200,100,560
2045-09-22 20:00,125.8,430,200,100,560
2045-09-22 21:00,108.2,250,200,100,560
2045-09-22 22:00,109.9333333,420,200,100,560
2045-09-22 23:00,108.3333333,130,200,100,560
2045-09-23 0:00,121.4,40,0,100,440
2045-09-23 1:00,122.6,320,0,100,440
2045-09-23 2:00,101.6,230,0,100,440
2045-09-23 3:00,103.8,350,0,100,440
2045-09-23 4:00,130.6666667,360,0,100,440
2045-09-23 5:00,110.3333333,0,0,100,440
2045-09-23 6:00,129.8,20,0,100,440
2045-09-23 7:00,104.5333333,300,0,100,440
2045-09-23 8:00,124.2,240,200,150,560
2045-09-23 9:00,103.1333333,220,200,150,560
2045-09-23 10:00,122.9333333,310,200,150,560
2045-09-23 11:00,119.2666667,450,200,150,560
2045-09-23 12:00,107,30,200,150,560
2045-09-23 13:00,100.4666667,100,200,150,560
2045-09-23 14:00,117.6666667,290,200,150,560
2045-09-23 15:00,107.5333333,140,200,150,560
2045-09-23 16:00,132,400,200,150,560
2045-09-23 17:00,104.2666667,250,200,150,560
2045-09-23 18:00,100.1333333,260,200,100,560
2045-09-23 19:00,129.4666667,70,200,100,560
2045-09-23 20:00,110.3333333,200,200,100,560
2045-09-23 21:00,111.5333333,320,200,100,560
2045-09-23 22:00,106.5333333,120,200,100,560
2045-09-23 23:00,113.2,320,200,100,560
2045-09-24 0:00,120.4,330,0,100,440
2045-09-24 1:00,124.7333333,480,0,100,440
2045-09-24 2:00,102.3333333,390,0,100,440
2045-09-24 3:00,121.6666667,90,0,100,440
2045-09-24 4:00,112,420,0,100,440
2045-09-24 5:00,122.1333333,260,0,100,440
2045-09-24 6:00,100.4666667,100,0,100,440
2045-09-24 7:00,107.0666667,440,0,100,440
2045-09-24 8:00,101.4,220,200,150,560
2045-09-24 9:00,131.2666667,490,200,150,560
2045-09-24 10:00,120.2666667,480,200,150,560
2045-09-24 11:00,124.6666667,30,200,150,560
2045-09-24 12:00,121.8666667,300,200,150,560
2045-09-24 13:00,129.0666667,480,200,150,560
2045-09-24 14:00,122.4666667,210,200,150,560
2045-09-24 15:00,107,470,200,150,560
2045-09-24 16:00,119.6666667,240,200,150,560
2045-09-24 17:00,117.2666667,70,200,150,560
2045-09-24 18:00,106.2,170,200,100,560
2045-09-24 19:00,124.9333333,160,200,100,560
2045-09-24 20:00,130.4,350,200,100,560
2045-09-24 21:00,111,190,200,100,560
2045-09-24 22:00,103,80,200,100,560
2045-09-24 23:00,130.8,340,200,100,560
2045-09-25 0:00,118,450,0,100,440
2045-09-25 1:00,100.9333333,270,0,100,440
2045-09-25 2:00,105.3333333,90,0,100,440
2045-09-25 3:00,118.0666667,290,0,100,440
2045-09-25 4:00,122.8,420,0,100,440
2045-09-25 5:00,109.4,200,0,100,440
2045-09-25 6:00,102,150,0,100,440
2045-09-25 7:00,122.0666667,360,0,100,440
2045-09-25 8:00,104.2666667,380,200,150,560
2045-09-25 9:00,129.3333333,40,200,150,560
2045-09-25 10:00,123.6,230,200,150,560
2045-09-25 11:00,113.4,440,200,150,560
2045-09-25 12:00,125.2666667,300,200,150,560
2045-09-25 13:00,129.2,150,200,150,560
2045-09-25 14:00,119.9333333,320,200,150,560
2045-09-25 15:00,126.4666667,140,200,150,560
2045-09-25 16:00,104.2666667,310,200,150,560
2045-09-25 17:00,104.3333333,410,200,150,560
2045-09-25 18:00,105.2,120,200,100,560
2045-09-25 19:00,120.4666667,320,200,100,560
2045-09-25 20:00,111.4666667,400,200,100,560
2045-09-25 21:00,111.1333333,120,200,100,560
2045-09-25 22:00,131.6,430,200,100,560
2045-09-25 23:00,129.5333333,320,200,100,560
2045-09-26 0:00,103.1333333,30,0,100,440
2045-09-26 1:00,119.1333333,210,0,100,440
2045-09-26 2:00,117.8,130,0,100,440
2045-09-26 3:00,128.9333333,60,0,100,440
2045-09-26 4:00,125.8,450,0,100,440
2045-09-26 5:00,122,340,0,100,440
2045-09-26 6:00,120.2666667,400,0,100,440
2045-09-26 7:00,119.5333333,300,0,100,440
2045-09-26 8:00,127.9333333,120,200,150,560
2045-09-26 9:00,102.9333333,30,200,150,560
2045-09-26 10:00,114.2666667,320,200,150,560
2045-09-26 11:00,124.1333333,190,200,150,560
2045-09-26 12:00,118,270,200,150,560
2045-09-26 13:00,104.8666667,70,200,150,560
2045-09-26 14:00,132.6,210,200,150,560
2045-09-26 15:00,127.8,40,200,150,560
2045-09-26 16:00,110.8666667,220,200,150,560
2045-09-26 17:00,122,480,200,150,560
2045-09-26 18:00,127.8,10,200,100,560
2045-09-26 19:00,132,150,200,100,560
2045-09-26 20:00,123.4,490,200,100,560
2045-09-26 21:00,132.1333333,30,200,100,560
2045-09-26 22:00,129.3333333,380,200,100,560
2045-09-26 23:00,103.8666667,110,200,100,560
2045-09-27 0:00,118.2,410,0,100,440
2045-09-27 1:00,120.0666667,370,0,100,440
2045-09-27 2:00,128.2,410,0,100,440
2045-09-27 3:00,101.1333333,150,0,100,440
2045-09-27 4:00,126,330,0,100,440
2045-09-27 5:00,106.5333333,420,0,100,440
2045-09-27 6:00,132.4666667,430,0,100,440
2045-09-27 7:00,108.7333333,40,0,100,440
2045-09-27 8:00,125.7333333,320,200,150,560
2045-09-27 9:00,123.8666667,450,200,150,560
2045-09-27 10:00,114.1333333,40,200,150,560
2045-09-27 11:00,123.6,420,200,150,560
2045-09-27 12:00,108.4,80,200,150,560
2045-09-27 13:00,109.1333333,170,200,150,560
2045-09-27 14:00,126.0666667,450,200,150,560
2045-09-27 15:00,130.4666667,400,200,150,560
2045-09-27 16:00,125.3333333,220,200,150,560
2045-09-27 17:00,133.0666667,360,200,150,560
2045-09-27 18:00,123.5333333,180,200,100,560
2045-09-27 19:00,109.4666667,290,200,100,560
2045-09-27 20:00,111.4666667,320,200,100,560
2045-09-27 21:00,107.9333333,70,200,100,560
2045-09-27 22:00,116.7333333,270,200,100,560
2045-09-27 23:00,112.2666667,170,200,100,560
2045-09-28 0:00,115.6,410,0,100,440
2045-09-28 1:00,126,170,0,100,440
2045-09-28 2:00,130,200,0,100,440
2045-09-28 3:00,104.4666667,190,0,100,440
2045-09-28 4:00,116.7333333,240,0,100,440
2045-09-28 5:00,131.8,490,0,100,440
2045-09-28 6:00,120.6666667,380,0,100,440
2045-09-28 7:00,115.8666667,450,0,100,440
2045-09-28 8:00,129.4,410,200,150,560
2045-09-28 9:00,132,450,200,150,560
2045-09-28 10:00,122.6,170,200,150,560
2045-09-28 11:00,105.2,90,200,150,560
2045-09-28 12:00,104.4,260,200,150,560
2045-09-28 13:00,131.6666667,120,200,150,560
2045-09-28 14:00,121.2,100,200,150,560
2045-09-28 15:00,102.0666667,50,200,150,560
2045-09-28 16:00,103.7333333,70,200,150,560
2045-09-28 17:00,100.8666667,340,200,150,560
2045-09-28 18:00,120,10,200,100,560
2045-09-28 19:00,111.2,100,200,100,560
2045-09-28 20:00,100.8,380,200,100,560
2045-09-28 21:00,131.3333333,310,200,100,560
2045-09-28 22:00,132.3333333,300,200,100,560
2045-09-28 23:00,130.1333333,470,200,100,560
2045-09-29 0:00,101.6666667,20,0,100,440
2045-09-29 1:00,125.5333333,350,0,100,440
2045-09-29 2:00,118.4,40,0,100,440
2045-09-29 3:00,118.0666667,200,0,100,440
2045-09-29 4:00,112.4,30,0,100,440
2045-09-29 5:00,105.6666667,390,0,100,440
2045-09-29 6:00,104.2666667,210,0,100,440
2045-09-29 7:00,105.6666667,30,0,100,440
2045-09-29 8:00,125.2666667,350,200,150,560
2045-09-29 9:00,114.1333333,180,200,150,560
2045-09-29 10:00,106.2,290,200,150,560
2045-09-29 11:00,122.2666667,370,200,150,560
2045-09-29 12:00,104.6666667,490,200,150,560
2045-09-29 13:00,124.2666667,330,200,150,560
2045-09-29 14:00,103.4,340,200,150,560
2045-09-29 15:00,132.1333333,250,200,150,560
2045-09-29 16:00,116.5333333,290,200,150,560
2045-09-29 17:00,130.4,230,200,150,560
2045-09-29 18:00,115.2666667,350,200,100,560
2045-09-29 19:00,131.8666667,180,200,100,560
2045-09-29 20:00,132.6,180,200,100,560
2045-09-29 21:00,114.8666667,190,200,100,560
2045-09-29 22:00,105.9333333,230,200,100,560
2045-09-29 23:00,120.3333333,270,200,100,560
2045-09-30 0:00,122.1333333,40,0,100,440
2045-09-30 1:00,130.2,150,0,100,440
2045-09-30 2:00,101.5333333,140,0,100,440
2045-09-30 3:00,121.5333333,120,0,100,440
2045-09-30 4:00,109.3333333,340,0,100,440
2045-09-30 5:00,116,320,0,100,440
2045-09-30 6:00,107.4666667,100,0,100,440
2045-09-30 7:00,120.7333333,220,0,100,440
2045-09-30 8:00,120.4666667,80,200,150,560
2045-09-30 9:00,115.0666667,410,200,150,560
2045-09-30 10:00,105.3333333,70,200,150,560
2045-09-30 11:00,107.5333333,10,200,150,560
2045-09-30 12:00,109.2666667,10,200,150,560
2045-09-30 13:00,123.5333333,390,200,150,560
2045-09-30 14:00,109.7333333,480,200,150,560
2045-09-30 15:00,125.7333333,370,200,150,560
2045-09-30 16:00,107.0666667,480,200,150,560
2045-09-30 17:00,130.3333333,200,200,150,560
2045-09-30 18:00,111.4666667,380,200,100,560
2045-09-30 19:00,106.2666667,500,200,100,560
2045-09-30 20:00,120.1333333,280,200,100,560
2045-09-30 21:00,103.8,370,200,100,560
2045-09-30 22:00,129.5333333,420,200,100,560
2045-09-30 23:00,106.4666667,180,200,100,560
2045-10-01 0:00,106.6666667,40,0,100,440
2045-10-01 1:00,124.2666667,50,0,100,440
2045-10-01 2:00,105.6,260,0,100,440
2045-10-01 3:00,109.5333333,420,0,100,440
2045-10-01 4:00,126,50,0,100,440
2045-10-01 5:00,106.7333333,430,0,100,440
2045-10-01 6:00,120.9333333,130,0,100,440
2045-10-01 7:00,125.6,180,0,100,440
2045-10-01 8:00,102.2,470,200,150,560
2045-10-01 9:00,120.5333333,450,200,150,560
2045-10-01 10:00,100.4,10,200,150,560
2045-10-01 11:00,115,360,200,150,560
2045-10-01 12:00,123.2,120,200,150,560
2045-10-01 13:00,118,130,200,150,560
2045-10-01 14:00,124.7333333,460,200,150,560
2045-10-01 15:00,103.7333333,350,200,150,560
2045-10-01 16:00,119.1333333,90,200,150,560
2045-10-01 17:00,108.4,130,200,150,560
2045-10-01 18:00,101.8,220,200,100,560
2045-10-01 19:00,102.8,310,200,100,560
2045-10-01 20:00,101.2,230,200,100,560
2045-10-01 21:00,132.3333333,120,200,100,560
2045-10-01 22:00,130.4,220,200,100,560
2045-10-01 23:00,130.2,360,200,100,560
2045-10-02 0:00,110.2,420,0,100,440
2045-10-02 1:00,112.7333333,370,0,100,440
2045-10-02 2:00,128.3333333,30,0,100,440
2045-10-02 3:00,114.4,250,0,100,440
2045-10-02 4:00,130.2666667,460,0,100,440
2045-10-02 5:00,110.8,410,0,100,440
2045-10-02 6:00,127.2,260,0,100,440
2045-10-02 7:00,114.8666667,200,0,100,440
2045-10-02 8:00,111.4,320,200,150,560
2045-10-02 9:00,120.2666667,110,200,150,560
2045-10-02 10:00,103.6,190,200,150,560
2045-10-02 11:00,103.3333333,150,200,150,560
2045-10-02 12:00,123.5333333,60,200,150,560
2045-10-02 13:00,130.6,120,200,150,560
2045-10-02 14:00,106.2,270,200,150,560
2045-10-02 15:00,121.4,250,200,150,560
2045-10-02 16:00,124,100,200,150,560
2045-10-02 17:00,111.5333333,490,200,150,560
2045-10-02 18:00,125,110,200,100,560
2045-10-02 19:00,128.7333333,260,200,100,560
2045-10-02 20:00,104.4,240,200,100,560
2045-10-02 21:00,120.6666667,150,200,100,560
2045-10-02 22:00,125.8,30,200,100,560
2045-10-02 23:00,106.2,270,200,100,560
2045-10-03 0:00,109.9333333,410,0,100,440
2045-10-03 1:00,130.9333333,340,0,100,440
2045-10-03 2:00,124.8666667,110,0,100,440
2045-10-03 3:00,113.4666667,250,0,100,440
2045-10-03 4:00,128.0666667,410,0,100,440
2045-10-03 5:00,114.0666667,170,0,100,440
2045-10-03 6:00,117.0666667,340,0,100,440
2045-10-03 7:00,123.2,450,0,100,440
2045-10-03 8:00,121.6,200,200,150,560
2045-10-03 9:00,117.4,410,200,150,560
2045-10-03 10:00,117.6,130,200,150,560
2045-10-03 11:00,131.0666667,370,200,150,560
2045-10-03 12:00,122.6,320,200,150,560
2045-10-03 13:00,129.6,110,200,150,560
2045-10-03 14:00,127.9333333,80,200,150,560
2045-10-03 15:00,110.2666667,130,200,150,560
2045-10-03 16:00,115.4,470,200,150,560
2045-10-03 17:00,114.0666667,480,200,150,560
2045-10-03 18:00,109.2,70,200,100,560
2045-10-03 19:00,117.2,190,200,100,560
2045-10-03 20:00,121.4,190,200,100,560
2045-10-03 21:00,113.1333333,10,200,100,560
2045-10-03 22:00,113.9333333,370,200,100,560
2045-10-03 23:00,121.6,170,200,100,560
2045-10-04 0:00,113.4666667,220,0,100,440
2045-10-04 1:00,112.2,100,0,100,440
2045-10-04 2:00,109,370,0,100,440
2045-10-04 3:00,109.8666667,450,0,100,440
2045-10-04 4:00,118.0666667,110,0,100,440
2045-10-04 5:00,105.3333333,30,0,100,440
2045-10-04 6:00,129.9333333,110,0,100,440
2045-10-04 7:00,122.1333333,140,0,100,440
2045-10-04 8:00,130.7333333,40,200,150,560
2045-10-04 9:00,128.1333333,330,200,150,560
2045-10-04 10:00,132.6666667,200,200,150,560
2045-10-04 11:00,131.1333333,470,200,150,560
2045-10-04 12:00,107.7333333,360,200,150,560
2045-10-04 13:00,111.9333333,450,200,150,560
2045-10-04 14:00,122.8666667,140,200,150,560
2045-10-04 15:00,130.7333333,340,200,150,560
2045-10-04 16:00,122.8666667,130,200,150,560
2045-10-04 17:00,131.4,50,200,150,560
2045-10-04 18:00,102.9333333,460,200,100,560
2045-10-04 19:00,123.1333333,230,200,100,560
2045-10-04 20:00,114.4666667,260,200,100,560
2045-10-04 21:00,124.2666667,200,200,100,560
2045-10-04 22:00,125.9333333,400,200,100,560
2045-10-04 23:00,106.4666667,320,200,100,560
2045-10-05 0:00,132.4666667,210,0,100,440
2045-10-05 1:00,128.0666667,190,0,100,440
2045-10-05 2:00,106.4,410,0,100,440
2045-10-05 3:00,114.3333333,280,0,100,440
2045-10-05 4:00,108.9333333,450,0,100,440
2045-10-05 5:00,120.2,110,0,100,440
2045-10-05 6:00,102.4,150,0,100,440
