,BUS_1 Load,BUS_2 Load,BUS_3 Load,BUS_4 Load,BUS_5 Load
2021-10-29 12:00,52.33333333,0,100,75,280
2021-10-29 13:00,66.3,45,100,75,280
2021-10-29 14:00,55.63333333,130,100,75,280
2021-10-29 15:00,66.13333333,150,100,75,280
2021-10-29 16:00,59.4,145,100,75,280
2021-10-29 17:00,63.23333333,90,100,75,280
2021-10-29 18:00,57.66666667,45,100,50,280
2021-10-29 19:00,61.43333333,145,100,50,280
2021-10-29 20:00,58.2,235,100,50,280
2021-10-29 21:00,52.23333333,45,100,50,280
2021-10-29 22:00,62.26666667,200,100,50,280
2021-10-29 23:00,51.53333333,15,100,50,280
2021-10-30 0:00,66.63333333,25,0,50,220
2021-10-30 1:00,60.46666667,215,0,50,220
2021-10-30 2:00,65.96666667,165,0,50,220
2021-10-30 3:00,64.8,185,0,50,220
2021-10-30 4:00,56.26666667,245,0,50,220
2021-10-30 5:00,63.6,220,0,50,220
2021-10-30 6:00,61.56666667,155,0,50,220
2021-10-30 7:00,59.5,5,0,50,220
2021-10-30 8:00,52.96666667,180,100,75,280
2021-10-30 9:00,57.76666667,85,100,75,280
2021-10-30 10:00,65.23333333,40,100,75,280
2021-10-30 11:00,60.06666667,70,100,75,280
2021-10-30 12:00,58.4,100,100,75,280
2021-10-30 13:00,62.2,75,100,75,280
2021-10-30 14:00,59.63333333,45,100,75,280
2021-10-30 15:00,65.4,115,100,75,280
2021-10-30 16:00,50.93333333,225,100,75,280
2021-10-30 17:00,63.63333333,15,100,75,280
2021-10-30 18:00,59.56666667,190,100,50,280
2021-10-30 19:00,54.26666667,180,100,50,280
2021-10-30 20:00,52.8,25,100,50,280
2021-10-30 21:00,51.4,210,100,50,280
2021-10-30 22:00,56.83333333,40,100,50,280
2021-10-30 23:00,60.96666667,155,100,50,280
2021-10-31 0:00,56.63333333,5,0,50,220
2021-10-31 1:00,63,50,0,50,220
2021-10-31 2:00,55.4,70,0,50,220
2021-10-31 3:00,52.6,120,0,50,220
2021-10-31 4:00,61.5,40,0,50,220
2021-10-31 5:00,57.96666667,20,0,50,220
2021-10-31 6:00,58.4,90,0,50,220
2021-10-31 7:00,53.93333333,125,0,50,220
2021-10-31 8:00,59.5,120,100,75,280
2021-10-31 9:00,54.06666667,215,100,75,280
2021-10-31 10:00,65.23333333,175,100,75,280
2021-10-31 11:00,66.2,30,100,75,280
2021-10-31 12:00,62.86666667,115,100,75,280
2021-10-31 13:00,63.33333333,5,100,75,280
2021-10-31 14:00,59.73333333,125,100,75,280
2021-10-31 15:00,58.33333333,75,100,75,280
2021-10-31 16:00,50.8,120,100,75,280
2021-10-31 17:00,64.6,240,100,75,280
2021-10-31 18:00,51.23333333,220,100,50,280
2021-10-31 19:00,54.36666667,80,100,50,280
2021-10-31 20:00,52.66666667,0,100,50,280
2021-10-31 21:00,61.23333333,115,100,50,280
2021-10-31 22:00,59.86666667,110,100,50,280
2021-10-31 23:00,50.3,165,100,50,280
2021-11-01 0:00,65.1,5,0,50,220
2021-11-01 1:00,59.4,175,0,50,220
2021-11-01 2:00,60.43333333,195,0,50,220
2021-11-01 3:00,55.4,100,0,50,220
2021-11-01 4:00,53.03333333,225,0,50,220
2021-11-01 5:00,62.23333333,175,0,50,220
2021-11-01 6:00,60.66666667,215,0,50,220
2021-11-01 7:00,62.36666667,75,0,50,220
2021-11-01 8:00,57.63333333,205,100,75,280
2021-11-01 9:00,66.63333333,20,100,75,280
2021-11-01 10:00,51.5,225,100,75,280
2021-11-01 11:00,50.76666667,15,100,75,280
2021-11-01 12:00,55.2,165,100,75,280
2021-11-01 13:00,58.76666667,65,100,75,280
2021-11-01 14:00,53.43333333,195,100,75,280
2021-11-01 15:00,58.76666667,210,100,75,280
2021-11-01 16:00,58.8,130,100,75,280
2021-11-01 17:00,64.63333333,130,100,75,280
2021-11-01 18:00,59.9,75,100,50,280
2021-11-01 19:00,56.53333333,65,100,50,280
2021-11-01 20:00,56.16666667,80,100,50,280
2021-11-01 21:00,51.1,60,100,50,280
2021-11-01 22:00,57.8,170,100,50,280
2021-11-01 23:00,52.46666667,25,100,50,280
2021-11-02 0:00,61.9,60,0,50,220
2021-11-02 1:00,53.2,115,0,50,220
2021-11-02 2:00,52.13333333,180,0,50,220
2021-11-02 3:00,61.6,145,0,50,220
2021-11-02 4:00,65.46666667,80,0,50,220
2021-11-02 5:00,54.03333333,180,0,50,220
2021-11-02 6:00,52.3,230,0,50,220
2021-11-02 7:00,51.93333333,210,0,50,220
2021-11-02 8:00,61.5,10,100,75,280
2021-11-02 9:00,60.43333333,30,100,75,280
2021-11-02 10:00,64.83333333,55,100,75,280
2021-11-02 11:00,54.73333333,10,100,75,280
2021-11-02 12:00,58.76666667,70,100,75,280
2021-11-02 13:00,50.36666667,215,100,75,280
2021-11-02 14:00,55.63333333,80,100,75,280
2021-11-02 15:00,53.3,215,100,75,280
2021-11-02 16:00,56,60,100,75,280
2021-11-02 17:00,52.6,40,100,75,280
2021-11-02 18:00,61.16666667,60,100,50,280
2021-11-02 19:00,62.8,120,100,50,280
2021-11-02 20:00,55.2,185,100,50,280
2021-11-02 21:00,50.43333333,195,100,50,280
2021-11-02 22:00,58.33333333,20,100,50,280
2021-11-02 23:00,55.3,65,100,50,280
2021-11-03 0:00,66.26666667,160,0,50,220
2021-11-03 1:00,60.36666667,15,0,50,220
2021-11-03 2:00,56.23333333,145,0,50,220
2021-11-03 3:00,50.23333333,140,0,50,220
2021-11-03 4:00,58.66666667,105,0,50,220
2021-11-03 5:00,53.5,180,0,50,220
2021-11-03 6:00,62.16666667,180,0,50,220
2021-11-03 7:00,55.83333333,130,0,50,220
2021-11-03 8:00,55.23333333,245,100,75,280
2021-11-03 9:00,66.46666667,235,100,75,280
2021-11-03 10:00,66.06666667,50,100,75,280
2021-11-03 11:00,63.4,115,100,75,280
2021-11-03 12:00,54.4,160,100,75,280
2021-11-03 13:00,57.83333333,95,100,75,280
2021-11-03 14:00,51.6,190,100,75,280
2021-11-03 15:00,62.9,30,100,75,280
2021-11-03 16:00,62.6,235,100,75,280
2021-11-03 17:00,55.73333333,80,100,75,280
2021-11-03 18:00,65.76666667,155,100,50,280
2021-11-03 19:00,59.56666667,30,100,50,280
2021-11-03 20:00,52.2,180,100,50,280
2021-11-03 21:00,64.53333333,125,100,50,280
2021-11-03 22:00,64.03333333,120,100,50,280
2021-11-03 23:00,60.83333333,230,100,50,280
2021-11-04 0:00,58.43333333,210,0,50,220
2021-11-04 1:00,66.46666667,175,0,50,220
2021-11-04 2:00,57.63333333,205,0,50,220
2021-11-04 3:00,60.4,215,0,50,220
2021-11-04 4:00,64.4,135,0,50,220
2021-11-04 5:00,62.3,35,0,50,220
2021-11-04 6:00,66.63333333,100,0,50,220
2021-11-04 7:00,62.76666667,15,0,50,220
2021-11-04 8:00,64.86666667,160,100,75,280
2021-11-04 9:00,61.9,135,100,75,280
2021-11-04 10:00,57.76666667,50,100,75,280
2021-11-04 11:00,57.7,0,100,75,280
2021-11-04 12:00,56.13333333,135,100,75,280
2021-11-04 13:00,66.53333333,225,100,75,280
2021-11-04 14:00,59.56666667,145,100,75,280
2021-11-04 15:00,56.3,20,100,75,280
2021-11-04 16:00,51.9,190,100,75,280
2021-11-04 17:00,55.4,40,100,75,280
2021-11-04 18:00,58.46666667,30,100,50,280
2021-11-04 19:00,57.3,180,100,50,280
2021-11-04 20:00,65.86666667,225,100,50,280
2021-11-04 21:00,51.9,230,100,50,280
2021-11-04 22:00,57.53333333,145,100,50,280
2021-11-04 23:00,60.36666667,170,100,50,280
2021-11-05 0:00,62.53333333,110,0,50,220
2021-11-05 1:00,65.5,250,0,50,220
2021-11-05 2:00,62.73333333,210,0,50,220
2021-11-05 3:00,65.8,170,0,50,220
2021-11-05 4:00,56.93333333,60,0,50,220
2021-11-05 5:00,54.36666667,50,0,50,220
2021-11-05 6:00,52.23333333,205,0,50,220
2021-11-05 7:00,50.63333333,190,0,50,220
2021-11-05 8:00,50.46666667,230,100,75,280
2021-11-05 9:00,57.56666667,125,100,75,280
2021-11-05 10:00,53.16666667,155,100,75,280
2021-11-05 11:00,55.7,240,100,75,280
2021-11-05 12:00,53.86666667,235,100,75,280
2021-11-05 13:00,61.76666667,230,100,75,280
2021-11-05 14:00,54.3,215,100,75,280
2021-11-05 15:00,58.8,125,100,75,280
2021-11-05 16:00,65.23333333,25,100,75,280
2021-11-05 17:00,50.26666667,40,100,75,280
2021-11-05 18:00,61.63333333,40,100,50,280
2021-11-05 19:00,55.46666667,165,100,50,280
2021-11-05 20:00,51.03333333,220,100,50,280
2021-11-05 21:00,51.2,210,100,50,280
2021-11-05 22:00,61.5,120,100,50,280
2021-11-05 23:00,56.4,200,100,50,280
2021-11-06 0:00,55.5,165,0,50,220
2021-11-06 1:00,53.33333333,210,0,50,220
2021-11-06 2:00,57.46666667,105,0,50,220
2021-11-06 3:00,58.73333333,80,0,50,220
2021-11-06 4:00,51.46666667,115,0,50,220
2021-11-06 5:00,60.4,225,0,50,220
2021-11-06 6:00,52.7,100,0,50,220
2021-11-06 7:00,56.23333333,120,0,50,220
2021-11-06 8:00,54.56666667,230,100,75,280
2021-11-06 9:00,55.56666667,130,100,75,280
2021-11-06 10:00,63.43333333,120,100,75,280
2021-11-06 11:00,63.86666667,160,100,75,280
2021-11-06 12:00,65.23333333,90,100,75,280
2021-11-06 13:00,51.26666667,205,100,75,280
2021-11-06 14:00,51.36666667,120,100,75,280
2021-11-06 15:00,57.6,235,100,75,280
2021-11-06 16:00,51.2,30,100,75,280
2021-11-06 17:00,59.96666667,10,100,75,280
2021-11-06 18:00,64.56666667,15,100,50,280
2021-11-06 19:00,57.7,20,100,50,280
2021-11-06 20:00,51.9,235,100,50,280
2021-11-06 21:00,61.73333333,125,100,50,280
2021-11-06 22:00,61.96666667,60,100,50,280
2021-11-06 23:00,63.03333333,70,100,50,280
2021-11-07 0:00,50.26666667,240,0,50,220
2021-11-07 1:00,62.03333333,20,0,50,220
2021-11-07 2:00,62.06666667,175,0,50,220
2021-11-07 3:00,65.63333333,135,0,50,220
2021-11-07 4:00,66.33333333,195,0,50,220
2021-11-07 5:00,65.16666667,135,0,50,220
2021-11-07 6:00,59.43333333,210,0,50,220
2021-11-07 7:00,57.43333333,5,0,50,220
2021-11-07 8:00,62.6,130,100,75,280
2021-11-07 9:00,56.43333333,170,100,75,280
2021-11-07 10:00,58.4,105,100,75,280
2021-11-07 11:00,56.46666667,10,100,75,280
2021-11-07 12:00,64.73333333,230,100,75,280
2021-11-07 13:00,64.26666667,25,100,75,280
2021-11-07 14:00,66.46666667,95,100,75,280
2021-11-07 15:00,56.7,30,100,75,280
2021-11-07 16:00,61.9,180,100,75,280
2021-11-07 17:00,51.26666667,220,100,75,280
2021-11-07 18:00,61.83333333,70,100,50,280
2021-11-07 19:00,63.5,50,100,50,280
2021-11-07 20:00,53.7,175,100,50,280
2021-11-07 21:00,66.66666667,215,100,50,280
2021-11-07 22:00,55.1,220,100,50,280
2021-11-07 23:00,65.66666667,105,100,50,280
2021-11-08 0:00,50.83333333,85,0,50,220
2021-11-08 1:00,66.26666667,170,0,50,220
2021-11-08 2:00,57.46666667,20,0,50,220
2021-11-08 3:00,56.66666667,160,0,50,220
2021-11-08 4:00,52.46666667,180,0,50,220
2021-11-08 5:00,57.86666667,235,0,50,220
2021-11-08 6:00,57.6,95,0,50,220
2021-11-08 7:00,51.73333333,190,0,50,220
2021-11-08 8:00,54.06666667,20,100,75,280
2021-11-08 9:00,66.6,200,100,75,280
2021-11-08 10:00,56.3,170,100,75,280
2021-11-08 11:00,53.73333333,100,100,75,280
2021-11-08 12:00,56.73333333,170,100,75,280
2021-11-08 13:00,60.03333333,165,100,75,280
2021-11-08 14:00,51.33333333,205,100,75,280
2021-11-08 15:00,60,50,100,75,280
2021-11-08 16:00,63.76666667,100,100,75,280
2021-11-08 17:00,55.76666667,160,100,75,280
2021-11-08 18:00,56.26666667,90,100,50,280
2021-11-08 19:00,58.76666667,5,100,50,280
2021-11-08 20:00,62.7,190,100,50,280
2021-11-08 21:00,59.6,245,100,50,280
2021-11-08 22:00,53.6,160,100,50,280
2021-11-08 23:00,54.03333333,155,100,50,280
2021-11-09 0:00,50.83333333,65,0,50,220
2021-11-09 1:00,61.8,230,0,50,220
2021-11-09 2:00,65.03333333,30,0,50,220
2021-11-09 3:00,53.2,85,0,50,220
2021-11-09 4:00,58.86666667,110,0,50,220
2021-11-09 5:00,53.16666667,15,0,50,220
2021-11-09 6:00,56.43333333,50,0,50,220
2021-11-09 7:00,64.03333333,110,0,50,220
2021-11-09 8:00,61.2,0,100,75,280
2021-11-09 9:00,60.2,160,100,75,280
2021-11-09 10:00,57.56666667,145,100,75,280
2021-11-09 11:00,53.1,220,100,75,280
2021-11-09 12:00,50.06666667,75,100,75,280
2021-11-09 13:00,55.63333333,55,100,75,280
2021-11-09 14:00,63.6,165,100,75,280
2021-11-09 15:00,51.66666667,70,100,75,280
2021-11-09 16:00,56.66666667,90,100,75,280
2021-11-09 17:00,52.13333333,125,100,75,280
2021-11-09 18:00,53.2,145,100,50,280
2021-11-09 19:00,59.2,50,100,50,280
2021-11-09 20:00,54.9,190,100,50,280
2021-11-09 21:00,50.1,80,100,50,280
2021-11-09 22:00,56.63333333,10,100,50,280
2021-11-09 23:00,54.23333333,90,100,50,280
2021-11-10 0:00,53.4,205,0,50,220
2021-11-10 1:00,56.16666667,95,0,50,220
2021-11-10 2:00,56.23333333,25,0,50,220
2021-11-10 3:00,52.96666667,120,0,50,220
2021-11-10 4:00,64.83333333,10,0,50,220
2021-11-10 5:00,56.13333333,120,0,50,220
2021-11-10 6:00,62.06666667,60,0,50,220
2021-11-10 7:00,51.8,50,0,50,220
2021-11-10 8:00,58.63333333,125,100,75,280
2021-11-10 9:00,59.13333333,225,100,75,280
2021-11-10 10:00,55.73333333,155,100,75,280
2021-11-10 11:00,65.7,245,100,75,280
2021-11-10 12:00,66.56666667,195,100,75,280
2021-11-10 13:00,62.63333333,235,100,75,280
2021-11-10 14:00,66.36666667,90,100,75,280
2021-11-10 15:00,53.9,225,100,75,280
2021-11-10 16:00,59.13333333,0,100,75,280
2021-11-10 17:00,61.5,105,100,75,280
2021-11-10 18:00,64.2,35,100,50,280
2021-11-10 19:00,54.23333333,80,100,50,280
2021-11-10 20:00,60.33333333,125,100,50,280
2021-11-10 21:00,54.6,180,100,50,280
2021-11-10 22:00,61.63333333,100,100,50,280
2021-11-10 23:00,53.2,205,100,50,280
2021-11-11 0:00,61.63333333,225,0,50,220
2021-11-11 1:00,54.66666667,175,0,50,220
2021-11-11 2:00,56.33333333,15,0,50,220
2021-11-11 3:00,50.86666667,160,0,50,220
2021-11-11 4:00,60.4,90,0,50,220
2021-11-11 5:00,61.36666667,145,0,50,220
2021-11-11 6:00,61.16666667,140,0,50,220
2021-11-11 7:00,64.86666667,55,0,50,220
2021-11-11 8:00,53.4,230,100,75,280
2021-11-11 9:00,51.26666667,70,100,75,280
2021-11-11 10:00,51.1,215,100,75,280
2021-11-11 11:00,65.1,215,100,75,280
2021-11-11 12:00,54.46666667,95,100,75,280
2021-11-11 13:00,65.93333333,245,100,75,280
2021-11-11 14:00,61.06666667,190,100,75,280
2021-11-11 15:00,64.63333333,195,100,75,280
2021-11-11 16:00,53.16666667,250,100,75,280
2021-11-11 17:00,52.03333333,225,100,75,280
2021-11-11 18:00,66.56666667,5,100,50,280
2021-11-11 19:00,63.36666667,215,100,50,280
2021-11-11 20:00,53.43333333,40,100,50,280
2021-11-11 21:00,61.13333333,200,100,50,280
2021-11-11 22:00,61.93333333,220,100,50,280
2021-11-11 23:00,55.26666667,10,100,50,280
2021-11-12 0:00,50.36666667,200,0,50,220
2021-11-12 1:00,55.53333333,25,0,50,220
2021-11-12 2:00,50.16666667,55,0,50,220
2021-11-12 3:00,52.6,210,0,50,220
2021-11-12 4:00,52.8,45,0,50,220
2021-11-12 5:00,55.5,90,0,50,220
2021-11-12 6:00,60.26666667,180,0,50,220
2021-11-12 7:00,66.33333333,160,0,50,220
2021-11-12 8:00,59,225,100,75,280
2021-11-12 9:00,63.3,190,100,75,280
2021-11-12 10:00,62.86666667,10,100,75,280
2021-11-12 11:00,64.86666667,150,100,75,280
2021-11-12 12:00,60.2,30,100,75,280
2021-11-12 13:00,56.96666667,210,100,75,280
2021-11-12 14:00,62.86666667,120,100,75,280
2021-11-12 15:00,58.36666667,230,100,75,280
2021-11-12 16:00,65.76666667,225,100,75,280
2021-11-12 17:00,59.33333333,180,100,75,280
2021-11-12 18:00,54.26666667,175,100,50,280
2021-11-12 19:00,64.36666667,165,100,50,280
2021-11-12 20:00,51.53333333,70,100,50,280
2021-11-12 21:00,58.26666667,175,100,50,280
2021-11-12 22:00,64,160,100,50,280
2021-11-12 23:00,51.36666667,185,100,50,280
2021-11-13 0:00,64.16666667,20,0,50,220
2021-11-13 1:00,62.46666667,130,0,50,220
2021-11-13 2:00,59.83333333,55,0,50,220
2021-11-13 3:00,64.6,130,0,50,220
2021-11-13 4:00,51.4,150,0,50,220
2021-11-13 5:00,52.4,90,0,50,220
2021-11-13 6:00,54.96666667,115,0,50,220
2021-11-13 7:00,59.86666667,185,0,50,220
2021-11-13 8:00,59.3,185,100,75,280
2021-11-13 9:00,54.7,145,100,75,280
2021-11-13 10:00,64.43333333,10,100,75,280
2021-11-13 11:00,57.9,125,100,75,280
2021-11-13 12:00,54.1,145,100,75,280
2021-11-13 13:00,59.76666667,155,100,75,280
2021-11-13 14:00,54.76666667,85,100,75,280
2021-11-13 15:00,57.76666667,225,100,75,280
2021-11-13 16:00,56.9,200,100,75,280
2021-11-13 17:00,59.1,45,100,75,280
2021-11-13 18:00,50.23333333,220,100,50,280
2021-11-13 19:00,59.23333333,110,100,50,280
2021-11-13 20:00,54.8,15,100,50,280
2021-11-13 21:00,59.86666667,120,100,50,280
2021-11-13 22:00,55.3,160,100,50,280
2021-11-13 23:00,59.3,5,100,50,280
2021-11-14 0:00,51.2,65,0,50,220
2021-11-14 1:00,58.66666667,245,0,50,220
2021-11-14 2:00,57.6,90,0,50,220
2021-11-14 3:00,54.3,155,0,50,220
2021-11-14 4:00,58,60,0,50,220
2021-11-14 5:00,52.43333333,5,0,50,220
2021-11-14 6:00,65.7,185,0,50,220
2021-11-14 7:00,61.73333333,70,0,50,220
2021-11-14 8:00,51.23333333,110,100,75,280
2021-11-14 9:00,50.7,105,100,75,280
2021-11-14 10:00,56.2,80,100,75,280
2021-11-14 11:00,61.06666667,45,100,75,280
2021-11-14 12:00,62.1,120,100,75,280
2021-11-14 13:00,59.36666667,100,100,75,280
2021-11-14 14:00,61.96666667,220,100,75,280
2021-11-14 15:00,63.13333333,110,100,75,280
2021-11-14 16:00,54.76666667,215,100,75,280
2021-11-14 17:00,64.73333333,120,100,75,280
2021-11-14 18:00,54.23333333,180,100,50,280
2021-11-14 19:00,62.56666667,45,100,50,280
2021-11-14 20:00,63.13333333,35,100,50,280
2021-11-14 21:00,65.36666667,205,100,50,280
2021-11-14 22:00,61.26666667,230,100,50,280
2021-11-14 23:00,50.4,205,100,50,280
2021-11-15 0:00,56.36666667,105,0,50,220
2021-11-15 1:00,63.5,160,0,50,220
2021-11-15 2:00,51.7,20,0,50,220
2021-11-15 3:00,53.06666667,50,0,50,220
2021-11-15 4:00,64.76666667,160,0,50,220
2021-11-15 5:00,65.2,70,0,50,220
2021-11-15 6:00,52.96666667,145,0,50,220
2021-11-15 7:00,58.53333333,10,0,50,220
2021-11-15 8:00,59.6,170,100,75,280
2021-11-15 9:00,60.76666667,210,100,75,280
2021-11-15 10:00,59.73333333,75,100,75,280
2021-11-15 11:00,63.03333333,105,100,75,280
2021-11-15 12:00,52.56666667,195,100,75,280
2021-11-15 13:00,55.43333333,150,100,75,280
2021-11-15 14:00,60.5,40,100,75,280
2021-11-15 15:00,61.46666667,215,100,75,280
2021-11-15 16:00,62.66666667,110,100,75,280
2021-11-15 17:00,62.83333333,65,100,75,280
2021-11-15 18:00,64.5,60,100,50,280
2021-11-15 19:00,51.63333333,250,100,50,280
2021-11-15 20:00,59.86666667,5,100,50,280
2021-11-15 21:00,63.53333333,235,100,50,280
2021-11-15 22:00,62.76666667,65,100,50,280
2021-11-15 23:00,65.26666667,165,100,50,280
2021-11-16 0:00,57.66666667,110,0,50,220
2021-11-16 1:00,54.33333333,100,0,50,220
2021-11-16 2:00,54.23333333,205,0,50,220
2021-11-16 3:00,58.73333333,120,0,50,220
2021-11-16 4:00,64.83333333,240,0,50,220
2021-11-16 5:00,56.63333333,90,0,50,220
2021-11-16 6:00,63.7,175,0,50,220
2021-11-16 7:00,59.06666667,95,0,50,220
2021-11-16 8:00,57.2,30,100,75,280
2021-11-16 9:00,57.73333333,50,100,75,280
2021-11-16 10:00,53.26666667,45,100,75,280
2021-11-16 11:00,58.46666667,70,100,75,280
2021-11-16 12:00,66.03333333,230,100,75,280
2021-11-16 13:00,65.66666667,200,100,75,280
2021-11-16 14:00,50.43333333,40,100,75,280
2021-11-16 15:00,58.23333333,65,100,75,280
2021-11-16 16:00,51.1,120,100,75,280
2021-11-16 17:00,51.8,115,100,75,280
2021-11-16 18:00,51.16666667,55,100,50,280
2021-11-16 19:00,60.2,105,100,50,280
2021-11-16 20:00,51.1,155,100,50,280
2021-11-16 21:00,63.16666667,100,100,50,280
2021-11-16 22:00,62.3,45,100,50,280
2021-11-16 23:00,56.36666667,60,100,50,280
2021-11-17 0:00,57.46666667,130,0,50,220
2021-11-17 1:00,57.26666667,15,0,50,220
2021-11-17 2:00,59.13333333,75,0,50,220
2021-11-17 3:00,63.8,140,0,50,220
2021-11-17 4:00,58.13333333,40,0,50,220
2021-11-17 5:00,58,200,0,50,220
2021-11-17 6:00,53.8,175,0,50,220
2021-11-17 7:00,57,215,0,50,220
2021-11-17 8:00,54.2,215,100,75,280
2021-11-17 9:00,62.63333333,125,100,75,280
2021-11-17 10:00,64.56666667,235,100,75,280
2021-11-17 11:00,66,40,100,75,280
2021-11-17 12:00,55.93333333,85,100,75,280
2021-11-17 13:00,51.73333333,70,100,75,280
2021-11-17 14:00,62.33333333,175,100,75,280
2021-11-17 15:00,56.13333333,65,100,75,280
2021-11-17 16:00,65.56666667,210,100,75,280
2021-11-17 17:00,56.46666667,240,100,75,280
2021-11-17 18:00,61.3,35,100,50,280
2021-11-17 19:00,61.63333333,20,100,50,280
2021-11-17 20:00,51.1,120,100,50,280
2021-11-17 21:00,65.83333333,85,100,50,280
2021-11-17 22:00,59.76666667,55,100,50,280
2021-11-17 23:00,58.76666667,20,100,50,280
2021-11-18 0:00,63.96666667,225,0,50,220
2021-11-18 1:00,62.26666667,120,0,50,220
2021-11-18 2:00,58.1,60,0,50,220
2021-11-18 3:00,63.6,20,0,50,220
2021-11-18 4:00,53.66666667,210,0,50,220
2021-11-18 5:00,59.53333333,55,0,50,220
2021-11-18 6:00,53.36666667,60,0,50,220
2021-11-18 7:00,61.03333333,240,0,50,220
2021-11-18 8:00,59.03333333,220,100,75,280
2021-11-18 9:00,51.7,100,100,75,280
2021-11-18 10:00,55.36666667,90,100,75,280
2021-11-18 11:00,54.43333333,185,100,75,280
2021-11-18 12:00,60.23333333,15,100,75,280
2021-11-18 13:00,57.86666667,120,100,75,280
2021-11-18 14:00,64.63333333,175,100,75,280
2021-11-18 15:00,62.7,55,100,75,280
2021-11-18 16:00,59.36666667,5,100,75,280
2021-11-18 17:00,60,100,100,75,280
2021-11-18 18:00,50.03333333,70,100,50,280
2021-11-18 19:00,56.63333333,20,100,50,280
2021-11-18 20:00,65.76666667,200,100,50,280
2021-11-18 21:00,60.26666667,180,100,50,280
2021-11-18 22:00,56.3,180,100,50,280
2021-11-18 23:00,54.2,160,100,50,280
2021-11-19 0:00,53.23333333,175,0,50,220
2021-11-19 1:00,52.33333333,35,0,50,220
2021-11-19 2:00,61.36666667,165,0,50,220
2021-11-19 3:00,58.7,200,0,50,220
2021-11-19 4:00,65.1,70,0,50,220
2021-11-19 5:00,66.26666667,40,0,50,220
2021-11-19 6:00,62.16666667,125,0,50,220
2021-11-19 7:00,54.26666667,10,0,50,220
2021-11-19 8:00,65.63333333,205,100,75,280
2021-11-19 9:00,50.6,165,100,75,280
2021-11-19 10:00,50.76666667,115,100,75,280
2021-11-19 11:00,63.1,160,100,75,280
2021-11-19 12:00,65,50,100,75,280
2021-11-19 13:00,66.13333333,35,100,75,280
2021-11-19 14:00,56.43333333,125,100,75,280
2021-11-19 15:00,65.8,215,100,75,280
2021-11-19 16:00,63.33333333,85,100,75,280
2021-11-19 17:00,59.96666667,220,100,75,280
2021-11-19 18:00,53.46666667,35,100,50,280
2021-11-19 19:00,62.76666667,175,100,50,280
2021-11-19 20:00,58.4,25,100,50,280
2021-11-19 21:00,57.3,200,100,50,280
2021-11-19 22:00,50.3,60,100,50,280
2021-11-19 23:00,53.23333333,175,100,50,280
2021-11-20 0:00,57.76666667,105,0,50,220
2021-11-20 1:00,52.96666667,200,0,50,220
2021-11-20 2:00,53.13333333,30,0,50,220
2021-11-20 3:00,63.13333333,210,0,50,220
2021-11-20 4:00,63.03333333,165,0,50,220
2021-11-20 5:00,59.56666667,215,0,50,220
2021-11-20 6:00,56.8,20,0,50,220
2021-11-20 7:00,64.73333333,220,0,50,220
2021-11-20 8:00,60.86666667,70,100,75,280
2021-11-20 9:00,57.1,160,100,75,280
2021-11-20 10:00,53.2,240,100,75,280
2021-11-20 11:00,51.5,90,100,75,280
2021-11-20 12:00,60.06666667,170,100,75,280
2021-11-20 13:00,64.53333333,230,100,75,280
2021-11-20 14:00,56,115,100,75,280
2021-11-20 15:00,65,215,100,75,280
2021-11-20 16:00,66.03333333,105,100,75,280
2021-11-20 17:00,52.83333333,235,100,75,280
2021-11-20 18:00,50.2,70,100,50,280
2021-11-20 19:00,53.5,140,100,50,280
2021-11-20 20:00,53.13333333,75,100,50,280
2021-11-20 21:00,59.4,130,100,50,280
2021-11-20 22:00,59.03333333,250,100,50,280
2021-11-20 23:00,53.2,60,100,50,280
2021-11-21 0:00,63.66666667,180,0,50,220
2021-11-21 1:00,64.5,105,0,50,220
2021-11-21 2:00,51.73333333,35,0,50,220
2021-11-21 3:00,53,230,0,50,220
2021-11-21 4:00,50.66666667,80,0,50,220
2021-11-21 5:00,62,80,0,50,220
2021-11-21 6:00,54.16666667,120,0,50,220
2021-11-21 7:00,59.5,30,0,50,220
2021-11-21 8:00,54.83333333,95,100,75,280
2021-11-21 9:00,50.13333333,130,100,75,280
2021-11-21 10:00,65.3,90,100,75,280
2021-11-21 11:00,58.46666667,40,100,75,280
2021-11-21 12:00,57.53333333,100,100,75,280
2021-11-21 13:00,55.1,130,100,75,280
2021-11-21 14:00,55,205,100,75,280
2021-11-21 15:00,64.9,235,100,75,280
2021-11-21 16:00,53.73333333,0,100,75,280
2021-11-21 17:00,66.1,195,100,75,280
2021-11-21 18:00,64.43333333,185,100,50,280
2021-11-21 19:00,52.2,160,100,50,280
2021-11-21 20:00,66.36666667,245,100,50,280
2021-11-21 21:00,57.6,80,100,50,280
2021-11-21 22:00,54.6,185,100,50,280
2021-11-21 23:00,62.26666667,160,100,50,280
2021-11-22 0:00,50.46666667,40,0,50,220
2021-11-22 1:00,59.2,200,0,50,220
2021-11-22 2:00,60.8,170,0,50,220
2021-11-22 3:00,52.56666667,70,0,50,220
2021-11-22 4:00,63.1,30,0,50,220
2021-11-22 5:00,59.76666667,215,0,50,220
2021-11-22 6:00,53.8,115,0,50,220
2021-11-22 7:00,63.86666667,160,0,50,220
2021-11-22 8:00,58.5,100,100,75,280
2021-11-22 9:00,66.03333333,5,100,75,280
2021-11-22 10:00,61.66666667,15,100,75,280
